accession,name,ftp_path
GCA_030568915.1,GCA_030568915.1 Starmerella powellii (nom. inval.),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/568/915/GCA_030568915.1_ASM3056891v1
GCA_033576535.1,GCA_033576535.1 brilliant-thighed poison frog (Allobates femoralis),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/576/535/GCA_033576535.1_ASM3357653v1
GCA_030569175.1,GCA_030569175.1 [Candida] manassasensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/569/175/GCA_030569175.1_ASM3056917v1
GCA_039096195.1,GCA_039096195.1 Blastocystis sp. BT1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/096/195/GCA_039096195.1_ASM3909619v1
GCA_043388395.1,GCA_043388395.1 swan galaxias (Galaxias fontanus),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/388/395/GCA_043388395.1_G_fontanus_2023_HiFi
GCA_023618935.1,GCA_023618935.1 Aspergillus sp. R3602,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/618/935/GCA_023618935.1_ASM2361893v1
GCA_022750525.1,GCA_022750525.1 Halotydeus destructor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/750/525/GCA_022750525.1_ASM2275052v1
GCA_027943355.1,GCA_027943355.1 Dothideomycetes sp. NU200,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/943/355/GCA_027943355.1_NU200_1.0
GCA_012976225.1,GCA_012976225.1 Golubevia sp. BC0850,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/976/225/GCA_012976225.1_WUR_Gp_BC0850
GCA_022244645.1,GCA_022244645.1 Thraustochytrium striatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/244/645/GCA_022244645.1_CU_Tstria
GCA_009617715.1,GCA_009617715.1 Plectrocnemia conspersa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/617/715/GCA_009617715.1_P_conspersa_v1
GCA_044646745.1,GCA_044646745.1 Fusarium clavum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/646/745/GCA_044646745.1_ASM4464674v1
GCA_037044435.1,GCA_037044435.1 Alternaria alstroemeriae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/044/435/GCA_037044435.1_ASM3704443v1
GCA_022702365.1,GCA_022702365.1 Epichloe sibirici,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/702/365/GCA_022702365.1_ASM2270236v1
GCA_024343385.1,GCA_024343385.1 Tremella yokohamensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/343/385/GCA_024343385.1_Tynb_1.0
GCA_900291925.1,GCA_900291925.1 Thecaphora thlaspeos,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/291/925/GCA_900291925.1_version_1
GCA_040583965.1,GCA_040583965.1 Alternaria oregonensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/583/965/GCA_040583965.1_DAOMC238619_v1
GCA_024867545.1,GCA_024867545.1 Phytopythium helicoides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/867/545/GCA_024867545.1_ASM2486754v1
GCA_002370135.1,GCA_002370135.1 Metschnikowia kipukae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/370/135/GCA_002370135.1_ASM237013v1
GCA_037042455.1,GCA_037042455.1 Wickerhamiella sp. S6620,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/042/455/GCA_037042455.1_ASM3704245v1
GCA_001599295.1,GCA_001599295.1 Sporopachydermia quercuum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/295/GCA_001599295.1_JCM_9486_assembly_v001
GCA_921007115.2,GCA_921007115.2 Peronospora matthiolae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/007/115/GCA_921007115.2_pm1_v2
GCA_040583745.1,GCA_040583745.1 Alternaria sp. DET2104,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/583/745/GCA_040583745.1_DET2104_v1
GCA_030563265.1,GCA_030563265.1 [Candida] khao-thaluensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/563/265/GCA_030563265.1_ASM3056326v1
GCA_022963125.1,GCA_022963125.1 Ustilago nuda,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/963/125/GCA_022963125.1_ASM2296312v1
GCA_016801875.1,GCA_016801875.1 Solanum sitiens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/875/GCA_016801875.1_ASM1680187v1
GCA_023625075.1,GCA_023625075.1 Aspergillus sp. R2506,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/075/GCA_023625075.1_ASM2362507v1
GCA_022578575.1,GCA_022578575.1 Hypoxylon sp. FL0543,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/578/575/GCA_022578575.1_HyFL0543_1
GCA_034620365.1,GCA_034620365.1 Pegea sp. RAD2-039,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/620/365/GCA_034620365.1_ASM3462036v1
GCA_037044075.1,GCA_037044075.1 Phialemonium inflatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/044/075/GCA_037044075.1_ASM3704407v1
GCA_023625935.1,GCA_023625935.1 Eurotiales sp. R13A2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/935/GCA_023625935.1_ASM2362593v1
GCA_017139535.1,GCA_017139535.1 Trichocladium uniseriatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/139/535/GCA_017139535.1_ASM1713953v1
GCA_023618985.1,GCA_023618985.1 Aspergillus sp. PA40-03,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/618/985/GCA_023618985.1_ASM2361898v1
GCA_021642125.2,GCA_021642125.2 Nothophoma quercina,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/642/125/GCA_021642125.2_ASM2164212v2
GCA_022963135.1,GCA_022963135.1 Ustilago loliicola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/963/135/GCA_022963135.1_ASM2296313v1
GCA_035045005.1,GCA_035045005.1 Liodrosophila aerea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/045/005/GCA_035045005.1_ASM3504500v1
GCA_024271935.1,GCA_024271935.1 Ustilago crameri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/271/935/GCA_024271935.1_ASM2427193v1
GCA_023625175.1,GCA_023625175.1 Aspergillus sp. S2111G.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/175/GCA_023625175.1_ASM2362517v1
GCA_023618955.1,GCA_023618955.1 Aspergillus sp. PB4105,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/618/955/GCA_023618955.1_ASM2361895v1
GCA_040206735.1,GCA_040206735.1 Trebouxia sp. C0004,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/206/735/GCA_040206735.1_ASM4020673v1
GCA_023625275.1,GCA_023625275.1 Aspergillus sp. 2NF922,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/275/GCA_023625275.1_ASM2362527v1
GCA_011066345.1,GCA_011066345.1 Trichoderma lentiforme,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/066/345/GCA_011066345.1_CFAM422_1.0
GCA_035044765.1,GCA_035044765.1 Leucophenga montana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/044/765/GCA_035044765.1_ASM3504476v1
GCA_025330735.1,GCA_025330735.1 Mortierella sp. GBAus27b,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/330/735/GCA_025330735.1_MorGBAus27b_1
GCA_001950555.1,GCA_001950555.1 Pichiaceae sp. JCM 15000,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/555/GCA_001950555.1_JCM_15000_assembly_v001
GCA_928869825.1,GCA_928869825.1 Ustilago lituana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/869/825/GCA_928869825.1_BRIP_46795_a
GCA_003689335.1,GCA_003689335.1 Venturia asperata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/689/335/GCA_003689335.1_ASM368933v1
GCA_023626195.1,GCA_023626195.1 Talaromyces sp. B14P1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/626/195/GCA_023626195.1_ASM2362619v1
GCA_002109505.1,GCA_002109505.1 Yamadazyma laniorum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/109/505/GCA_002109505.1_ASM210950v1
GCA_046119055.1,GCA_046119055.1 Gorgonocephalus arcticus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/119/055/GCA_046119055.1_eoGorArct1_p1.1
GCA_040583685.1,GCA_040583685.1 Alternaria sp. DET2107,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/583/685/GCA_040583685.1_DET2107_v1
GCA_029290875.1,GCA_029290875.1 Saccharomycetales sp.,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/290/875/GCA_029290875.1_ASM2929087v1
GCA_038994665.1,GCA_038994665.1 Podotricha telesiphe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/994/665/GCA_038994665.1_Ptel.assembly.v1.2
GCA_031081805.1,GCA_031081805.1 Schwanniomyces etchellsii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/081/805/GCA_031081805.1_NCAIM_Y01110
GCA_036971405.1,GCA_036971405.1 Orbilia quercus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/405/GCA_036971405.1_ASM3697140v1
GCA_022392945.1,GCA_022392945.1 Ophiostoma australiae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/392/945/GCA_022392945.1_ASM2239294v1
GCA_019054715.1,GCA_019054715.1 Fusarium sp. S19/10,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/054/715/GCA_019054715.1_ASM1905471v1
GCA_016110215.1,GCA_016110215.1 Phialophora americana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/110/215/GCA_016110215.1_ASM1611021v1
GCA_038659295.1,GCA_038659295.1 Enterocytospora artemiae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/659/295/GCA_038659295.1_ASM3865929v1
GCA_019775405.1,GCA_019775405.1 Aureobasidium leucospermi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/775/405/GCA_019775405.1_ASM1977540v1
GCA_023619705.1,GCA_023619705.1 Aspergillus sp. PA2101,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/619/705/GCA_023619705.1_ASM2361970v1
GCA_943737045.1,GCA_943737045.1 Parapristionchus giblindavisi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/737/045/GCA_943737045.1_Parapristionchus_giblindavisi_II_pacbio
GCA_023625195.1,GCA_023625195.1 Aspergillus sp. 2NF925,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/195/GCA_023625195.1_ASM2362519v1
GCA_027923365.1,GCA_027923365.1 Zalaria sp. Him3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/923/365/GCA_027923365.1_ZspHim3_assembly01
GCA_031081795.1,GCA_031081795.1 Debaryomyces singareniensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/081/795/GCA_031081795.1_NCAIM_Y02012
GCA_024184665.2,GCA_024184665.2 Zalaria obscura,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/184/665/GCA_024184665.2_ASM2418466v2
GCA_023625115.1,GCA_023625115.1 Aspergillus sp. 2NF923,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/115/GCA_023625115.1_ASM2362511v1
GCA_001932985.1,GCA_001932985.1 Proctacanthus coquilletti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/985/GCA_001932985.1_200kmer_750.trimmed
GCA_928722275.1,GCA_928722275.1 Ustilago vetiveriae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/722/275/GCA_928722275.1_RK075
GCA_964198085.1,GCA_964198085.1 Ixodes inopinatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/198/085/GCA_964198085.1_Tick4_IO_female
GCA_001600675.1,GCA_001600675.1 Millerozyma acaciae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/675/GCA_001600675.1_JCM_10732_assembly_v001
GCA_928852645.1,GCA_928852645.1 Mycosarcoma mackinlayi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/852/645/GCA_928852645.1_BRIP_52549_a
GCA_022813715.1,GCA_022813715.1 Cladosporium austrohemisphaericum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/813/715/GCA_022813715.1_ASM2281371v1
GCA_023619575.1,GCA_023619575.1 Aspergillus sp. PB4102,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/619/575/GCA_023619575.1_ASM2361957v1
GCA_030849465.1,GCA_030849465.1 Moesziomyces globuligerus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/465/GCA_030849465.1_ASM3084946v1
GCA_020615375.1,GCA_020615375.1 Aspergillus sp. ADI1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/615/375/GCA_020615375.1_CIT_ADI_1
GCA_016109575.1,GCA_016109575.1 Phialophora chinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/109/575/GCA_016109575.1_ASM1610957v1
GCA_017656595.1,GCA_017656595.1 Fusarium sp. CBS 123663,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/656/595/GCA_017656595.1_ASM1765659v1
GCA_023628935.1,GCA_023628935.1 Zygoascus sp. PK3305,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/628/935/GCA_023628935.1_ASM2362893v1
GCA_017506865.1,GCA_017506865.1 Tribonema minus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/506/865/GCA_017506865.1_ASM1750686v1
GCA_026023835.1,GCA_026023835.1 Caeruleum heppii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/835/GCA_026023835.1_ASM2602383v1
GCA_023621335.1,GCA_023621335.1 Alternaria sp. M3908,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/621/335/GCA_023621335.1_ASM2362133v1
GCA_037042735.1,GCA_037042735.1 Aureobasidium sp. Y128-05A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/042/735/GCA_037042735.1_ASM3704273v1
GCA_023625135.1,GCA_023625135.1 Aspergillus sp. R1430,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/135/GCA_023625135.1_ASM2362513v1
GCA_023619415.1,GCA_023619415.1 Aspergillus sp. S1702,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/619/415/GCA_023619415.1_ASM2361941v1
GCA_040333315.2,GCA_040333315.2 Penicillium raperi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/333/315/GCA_040333315.2_ASM4033331v2
GCA_025266875.1,GCA_025266875.1 Fennellomyces sp. T-0311,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/266/875/GCA_025266875.1_Fenlin1
GCA_027569935.1,GCA_027569935.1 Clonostachys sp. G952,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/569/935/GCA_027569935.1_ASM2756993v1
GCA_023618865.1,GCA_023618865.1 Aspergillus sp. PH3601,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/618/865/GCA_023618865.1_ASM2361886v1
GCA_023619725.1,GCA_023619725.1 Aspergillus sp. R2804,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/619/725/GCA_023619725.1_ASM2361972v1
GCA_030039255.1,GCA_030039255.1 Naganishia friedmannii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/039/255/GCA_030039255.1_MNACCFEE_5423
GCA_900406555.1,GCA_900406555.1 Pseudoturritis turrita,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/555/GCA_900406555.1_ASM90040655v1
GCA_023625035.1,GCA_023625035.1 Aspergillus sp. B3605,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/625/035/GCA_023625035.1_ASM2362503v1
GCA_037043995.1,GCA_037043995.1 Aspergillus aflatoxiformans,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/995/GCA_037043995.1_ASM3704399v1
GCA_023701735.1,GCA_023701735.1 Pestalotiopsis sp. 9143b,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/701/735/GCA_023701735.1_ASM2370173v1
GCA_029281405.1,GCA_029281405.1 Mycena pura,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/281/405/GCA_029281405.1_Mycpur1
GCA_012976205.1,GCA_012976205.1 Golubevia sp. BC0902,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/976/205/GCA_012976205.1_WUR_Gp_BC0902
GCA_043520055.1,GCA_043520055.1 Toniniopsis dissimilis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/520/055/GCA_043520055.1_SNSB_TDis_M0355157_1
GCA_037075185.1,GCA_037075185.1 Drosophila pseudotalamancana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/075/185/GCA_037075185.1_ASM3707518v1
GCA_023627635.1,GCA_023627635.1 Aspergillus sp. R3607,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/627/635/GCA_023627635.1_ASM2362763v1
GCA_036971225.1,GCA_036971225.1 Arthrobotrys sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/225/GCA_036971225.1_ASM3697122v1
GCA_928856705.1,GCA_928856705.1 Ustilago xerochloae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/856/705/GCA_928856705.1_BRIP_60876_a
GCA_030674565.1,GCA_030674565.1 Ogataea thermomethanolica (nom. inval.),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/565/GCA_030674565.1_ASM3067456v1
GCA_035220615.1,GCA_035220615.1 Leptothorax acervorum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/220/615/GCA_035220615.1_lace_v1.0
GCA_040583625.1,GCA_040583625.1 Alternaria sp. KAS5474,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/583/625/GCA_040583625.1_KAS5474_v1
GCA_020975725.1,GCA_020975725.1 Picocystis sp. L7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/975/725/GCA_020975725.1_Psal_UGA_1.0
GCA_040333465.2,GCA_040333465.2 Westerdykella dispersa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/333/465/GCA_040333465.2_ASM4033346v2
GCA_011800735.1,GCA_011800735.1 Peronospora destructor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/800/735/GCA_011800735.1_RDA_Pdes_1.0
GCA_018857735.1,GCA_018857735.1 Alviniconcha marisindica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/857/735/GCA_018857735.1_ASM1885773v1
GCA_016858145.1,GCA_016858145.1 Edaphochlamys debaryana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/858/145/GCA_016858145.1_ASM1685814v1
GCA_023619375.1,GCA_023619375.1 Aspergillus sp. PYS2105,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/619/375/GCA_023619375.1_ASM2361937v1
GCA_037042565.1,GCA_037042565.1 Aspergillus sp. B102-05B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/042/565/GCA_037042565.1_ASM3704256v1
GCA_022833035.1,GCA_022833035.1 Fusarium marasasianum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/833/035/GCA_022833035.1_ASM2283303v1
GCA_947648045.1,GCA_947648045.1 Beta corolliflora,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/648/045/GCA_947648045.1_BcorONT_v1.0
GCA_001600335.1,GCA_001600335.1 Apiotrichum gracile,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/335/GCA_001600335.1_JCM_10018_assembly_v001
GCA_024138025.1,GCA_024138025.1 Combretum micranthum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/138/025/GCA_024138025.1_Combretum_micranthum_SMRT
GCA_022497025.1,GCA_022497025.1 Hypoxylon sp. FL0890,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/497/025/GCA_022497025.1_HyFL0890_1
GCA_017311455.1,GCA_017311455.1 Otocyon megalotis megalotis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/455/GCA_017311455.1_Otocyon_megalotis_TS305_17_09_2019
GCA_017347545.2,GCA_017347545.2 Arxiozyma slooffiae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/347/545/GCA_017347545.2_ASM1734754v2
GCA_044231475.1,GCA_044231475.1 Patella candei candei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/231/475/GCA_044231475.1_BIOMOL_Pcandei_1.0
GCA_023626035.1,GCA_023626035.1 Talaromyces sp. PT2101,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/626/035/GCA_023626035.1_ASM2362603v1
GCA_009801095.1,GCA_009801095.1 Colletotrichum sp. COLG25,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/801/095/GCA_009801095.1_ASM980109v1
GCA_029041755.1,GCA_029041755.1 Resseliella maxima,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/041/755/GCA_029041755.1_Resmax_1
GCA_030549495.1,GCA_030549495.1 Nectonema munidae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/549/495/GCA_030549495.1_ASM3054949v1
GCA_948472985.1,GCA_948472985.1 Iguana delicatissima,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/985/GCA_948472985.1_IguDel_wgdbg2
GCA_022813625.1,GCA_022813625.1 Aaosphaeria pasadenensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/813/625/GCA_022813625.1_ASM2281362v1
GCA_001644525.1,GCA_001644525.1 Phaeosphaeriaceae sp. SRC1lsM3a,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/525/GCA_001644525.1_Stasp1
GCA_003676015.1,GCA_003676015.1 Meyerozyma sp. JA9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/676/015/GCA_003676015.1_ASM367601v1
GCA_023619485.1,GCA_023619485.1 Aspergillus sp. F3604,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/619/485/GCA_023619485.1_ASM2361948v1
GCA_021432605.1,GCA_021432605.1 Coniochaeta sp. PMI_546,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/432/605/GCA_021432605.1_ConPMI546
GCA_037040845.1,GCA_037040845.1 Trichomonascaceae sp. B5901,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/040/845/GCA_037040845.1_ASM3704084v1
GCA_014737455.1,GCA_014737455.1 Bombus consobrinus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/737/455/GCA_014737455.1_ASM1473745v1
GCA_002893645.1,GCA_002893645.1 Metschnikowia hawaiiana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/893/645/GCA_002893645.1_ASM289364v1
GCA_027569595.1,GCA_027569595.1 Penicillium sp. G339,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/569/595/GCA_027569595.1_ASM2756959v1
GCA_037040985.1,GCA_037040985.1 Penicillium glabrum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/040/985/GCA_037040985.1_ASM3704098v1
GCA_900242705.1,GCA_900242705.1 Ustilago sp. UG-2017a,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/242/705/GCA_900242705.1_Ustilago_diandrus_version_1
GCA_002003505.1,GCA_002003505.1 Xylariales sp. No.14919,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/003/505/GCA_002003505.1_fungal_sp._No.14919_ver1.0
GCA_023014395.1,GCA_023014395.1 Amanita rimosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/014/395/GCA_023014395.1_ASM2301439v1
GCA_964030485.1,GCA_964030485.1 Tethya minuta,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/030/485/GCA_964030485.1_TMI_v4
GCA_008635985.1,GCA_008635985.1 ai xiao tian xian guo (Ficus erecta),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/635/985/GCA_008635985.1_FER_r1.1
GCA_018881555.1,GCA_018881555.1 streaked bowerbird (Amblyornis subalaris),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/881/555/GCA_018881555.1_ASM1888155v1
GCA_030278955.1,GCA_030278955.1 Hygrophila difformis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/278/955/GCA_030278955.1_ASM3027895v1
GCA_002785985.1,GCA_002785985.1 Microcyclosporella mali,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/985/GCA_002785985.1_ASM278598v1
GCA_030710355.1,GCA_030710355.1 Chrysoporthe zambiensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/710/355/GCA_030710355.1_ASM3071035v1
GCA_902006505.2,GCA_902006505.2 Clonostachys byssicola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/006/505/GCA_902006505.2_C_byssicola_245-78
GCA_027945245.1,GCA_027945245.1 Fusarium irregulare,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/945/245/GCA_027945245.1_F_irr_CF00143
GCA_030563905.1,GCA_030563905.1 Australozyma succicola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/563/905/GCA_030563905.1_ASM3056390v1
GCA_023626175.1,GCA_023626175.1 Talaromyces sp. PX1902,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/626/175/GCA_023626175.1_ASM2362617v1
GCA_037954225.1,GCA_037954225.1 Marasmiellus scandens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/954/225/GCA_037954225.1_USDA_MscGH19_1.0
GCA_046127205.1,GCA_046127205.1 Phytophthora oleae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/127/205/GCA_046127205.1_DJ1425
GCA_018296165.2,GCA_018296165.2 Termitomyces sp. T153,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/296/165/GCA_018296165.2_ASM1829616v2
GCA_017656745.1,GCA_017656745.1 Fusarium mesoamericanum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/656/745/GCA_017656745.1_ASM1765674v1
GCA_928722295.1,GCA_928722295.1 Ustilago curta,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/722/295/GCA_928722295.1_BRIP_26929_a
GCA_947687605.1,GCA_947687605.1 Reutealis trisperma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/687/605/GCA_947687605.1_Rt-PI112679-DRAFT-NextGenCassava-1.0
GCA_030566735.1,GCA_030566735.1 Australozyma touchengensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/566/735/GCA_030566735.1_ASM3056673v1
GCA_029747635.1,GCA_029747635.1 Cryptosporidium sp. SCAU42500,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/747/635/GCA_029747635.1_ASM2974763v1
